Описание,Решение,label
"Здравствуйте! Добавьте автобусы по маршруту #63, невозможно ехать, это даже не час пик  Кол-во файлов: 1",,0
"№4 м\а, Деловой дом «Алматы» .аялдамасынан, Микрорайон Целинный бағытына қарай, күту уақыты 17:00 ден 17:30 дейін, маршрут жүру уақытын сақтамайды.",,0
"№84 м\а, остановка Больница Медицинского центра УДП РК, Клиника-қ оңалту кешені, в направление Тауелсиздик, время ожидание с 17:07 до 17:39, несоблюдение интервала расписание маршрута.",,0
52 маршрут _x000D_ не было автобуса 45 минут с 17/20-18/05_x000D_ с остановки Кардиохирургическая клиника в направление ж/м Заречный.,,0
"№ 39 бағдар, кьюар код 13112 проспект Тлендиева аялдамасынаң міңген , ТД Коктем  аялдамасынаң түскен , автобустың іші маймен , резинкенің иісі шығып тұр ! Біз ақша осы үшің төлеймізба? Төлемесен айыппұл төлейсің! Жалғыз бұл  автобустың іші емес барлық 39 бағдардың  автобустары сасық жәңе ескі жаңасына ауыстыру керек  18-09",,0
52  маршрут  аялдама  Саранда -2  сағат 18.00  келді  қазір сағат 18. 30  Салтанат  сарайы  бағытына  қарай  барады.  Күткеніне 30  минут  болды. Шара қолдануды  сұрайды.,,0
"56 м/а Я пришла на остановку Торгово-развлекательный центр Керуен, 18:10 Сейчас время 18:35, автобуса до сих пор нет. Мне надо поехать в направлении остановки Жилой комплекс «Кулагер».",,0
"Здравствуйте . Почему постоянные перебои с маршрутом #56? Сейчас я стою на остановке ""Керуен"" в сторону Жағалау, уже больше 40 минут нет автобуса , людей куча. Почему-то остальные маршруты нормально ходят, а у #56  постоянно что-то не так. 18:40",,0
"№ 56 бағдар , ЖК Кулагер  Дом Министерств бағытыңа қарай сағат 18-45 пен 19-11 аралығыңда желіде болмады . Қәзір картада бірінең сон бірі келе жатыр . Кестелерің қарастыру керек .",,0
"автобус №71 БОРТОВОЙ НОМЕР 10889 в 19:00 на остановке Куляш Байсеитовой в направлений Городская поликлиника №5 при высадке не открыл заднею дверь, пассажирка с ребенком  стала нажимать на кнопку СТОП, кнопка не работала и водитель увез пассажирку.",,0
"маршрут автобуса 15  киаркод 10638  остановка ж/м Железнодорожный в направлении города   остановки нету теплой и мы пассажиры хотим сесть в автобус но водитель не разрешает нам садиться  , сам выйдет покурит  постоит  только потом выезжает и садит пассажиров, должна же быть человечность на улице холодно примите меры",,0
"72 Гос. номер: 653CQ01  сағат 19:37 лерде екі үлкен кісінің жүгіріп келді,бірақ автобус келіп ,ашты жэапты  ,кетіп қалды. вОДИтельдер білгенің істейді Манаса аялдамасынан Гульжанға қарай!",,0
"автобус № 28 гос.номер 935  в 18:00 водитель Омаров, при посадке  на остановке Детская городская больница №2 в направлений Евразийский национальный университет резко закрыл среднею дверь  и зажал   бабушку  между дверями  пол тела было на улице, половина в автобусе и резко   двинулся и резко тормозил, нарушал скоростной режим. Бабушка подошла к водителю и сделала замечание, водитель  начал грубить в ответ ""пошла вон, сейчас высажу тебя"", "" да пошла ты""  и на остановке Гипермаркет Строймарт всех высадил сказал , что автобус сломался.",,0
"М/а 40, жалуется на несоблюдение интервала, примерно  с 19:10 до  19:38ч ожидает автобуса на ост. ЖК Экспо Сити в сторону ост. Дом министерства.  Предыдущий автобус сейчас остановку  Центр нового поколения Sana проезжает между ними большой интервал, на конечной остановке 3 автобуса стоят на перерыве. Один только выехал с конечной ост. Просит принять меры.",,0
" Маршрут №11 госномер 605 время  19:42 водитель    водитель остановился  на  остановке  Байтурсунова  в направление   ЖК Социум  .Сделал  высадку  пассажиров   но  не  совершил  посадку  пассажиров .  Ожидающие пассажиры  не  успели пройти  в  м/а,  он  сразу  закрыл  дверь  и уехал .",,0
"М/а 4, ост. пункт Разина направление Валиханова  время ожидания с 19:00-20:00, по телефону на карте показывало что якобы за это время три  м/а № 4 проехали, но по факту не было. Куда делись м/а просит разобраться и предоставить ответ.",,0
56 маршрут аялдама    Бесшалқар   сағат 20. 25   уақытында аялдамаға   гаражный номері  С 171  және  С 131 қатар  келді. Промышленный  бағытына қарай.  Неге  бір  уақытта  2  автобус  қатар келді?,,0
"46 м/а  гос номер  063   , время  20:34 часов . Ехала  с ост   ТРЦ Керуен по направлению  ост  пр Сарыарка.  Внутри  салона автобуса  не объявляют остановки. Я  турист , не знаю г. Астана.   На обращение водитель , он ответил; ""Кайдан блиін"".  Просьба восстановить оповещение внутри салона  автобуса курсирующий  по  г. Астана  на русском и на казахском языке.",,0
"маршрут 61_x000D_ 685 гос. номер _x000D_ время 20/48_x000D_ на остановке ЖК Шыгыс в сторону Центр материнства и детства, водитель закрыл двери перед пассажиром и уехал.",,0
" 66 маршрут  г/номер 157 Остановка Хан шатыр  в сторону поликлиники №2.Время 20:45, При посадке через переднюю дверь  водитель закрыл двери и прищемил меня дверьми. Так еще водитель начал со мной ругаться. Мне пришлось выйти из салона.Примите меры и жду обратной связи.",,0
"Маршрут 37 , время 20.52 Остановка Депо направление город ожидаем. Нет ни одного маршрута . А направление  Астанаинерт друг за другом интервал  между ними 5 минут четыре маршрута проехали. И все пустые не соблюдают. Срочно проверить и взять во внимание.",,0
"маршрут   автобуса 73  гос. номер 494  время 21.01 остановка Библиотека Отырар  в направлении остановки ТЦ Евразия автобус остановился на остановке ,двери не открыл и уехал мы стучали по дверям он видел что мы стоим на остановке внутри были пассажиры но водитель  уехал примите меры.",,0
"4 маршрут аз өтеді, кунде 30,40 мин күтеміз, Азірет Сұлтан мешітінен көкталға баратын бағытта  тағы 4 маршруттын қосуын сұраймыз, қазыр 20-30 дан 21-15 ке диін тұрдым күтіп",,0
"Orynbor Tower Аялдамасы Мәңгілік Ел даңғылы,58  Кол-во файлов: 1",,0
"22А бағдар,  Астана Технопарк аялдамасынаң ЖК Железнодорожный бағытыңа қарай сағат 21-00 мен 21-38 аралығыңда желіде болмады.",,0
"Ондирис  аялдамасынан до 40 станции тура баратын автобус жоқ немесе 85 м/а солай жасап қоюыңызды сұраймыз! Мұнда көп адам завод,жұмысқа барады.",,0
Сағат 20:50-ден 21:50-ге дейін Әйтеке би аялдамасы Омарова көшесі аялдамасы бағытында МА 56 автобусы болмады.,,0
"Хочу выразить искренние слова благодарности водителю маршрутного автобуса №42. Не знаю молодого человека по имени-отчеству. Номер автобуса  - 284 CW 01. Из школы возвращалась на этом автобусе в обед, в 12.23. Мне особо понравилось, что по радио в салоне приятно звучали казахские песни: ""Той жыры"" Дос - Мукасана и другие мелодии. Музыка облагораживает человека, дарит хорошее настроение. Не зря советуют, если хочешь выучить язык, слушай песни.             Утром в 8 ч. утра, когда ехала на работу, то  в 42 автобусе мне понравилось, как во время проверки оплаты за проезд всех на казахском языке приветствует контролер Удербаева А.Ж. (на бейджике прочитала ФИО). Некоторые пассажиры не отвечали на ее доброе приветствие, на что она, мило улыбаясь, повторяла, я же поздоровалась, почему вы не отвечаете мне. Действительно, доброе слово и кошке приятно. Отрадно: и утром, и в обед увидела, что входившие в автобус студенты, школьники, стар и млад - все оплачивали сразу проезд. Часто читаю в этой группе, что много среди пассажиров -  ""зайцев"", которые наносят материальный урон автопаркам. Сегодня была свидетелем ответственности пассажиров. Приятно, что в салоне 42 автобуса чисто, тепло. Молодые ребята уступают места пожилым людям. Стоит отметить, что и у нас в Казахстане много доброго и положительного. Каждый на своем участке деятельности добросовестно выполняет свою работу. И люди живут в мире и согласии.",,1
